product_id,category,our_cost,competitor_price,stock_level,historical_sales_volume,our_price,optimized_price,pricing_strategy,projected_profit_per_unit,total_projected_revenue
PROD_1282,Electronics,73.29,443.47,197,227,130.83,130.83,Hold Price,57.54,29698.41
PROD_1283,Beauty,285.49,350.83,147,228,485.31,349.83,Match & Undercut,64.34,79761.24
PROD_1284,Electronics,238.04,26.82,114,478,328.93,273.75,Floor Protected (Min: $273.75),35.71,130852.5
PROD_1285,Sports,35.93,43.36,84,91,63.95,63.95,Hold Price,28.02,5819.45
PROD_1286,Beauty,131.1,216.81,44,342,206.73,206.73,Hold Price,75.63,70701.66
PROD_1287,Sports,264.94,410.51,117,217,465.87,409.51,Match & Undercut,144.57,88863.67
PROD_1288,Apparel,283.97,249.34,164,210,455.96,326.57,Floor Protected (Min: $326.57),42.6,68579.7
PROD_1289,Beauty,145.55,231.55,79,456,201.49,201.49,Hold Price,55.94,91879.44
PROD_1290,Apparel,187.89,60.88,59,341,267.18,267.18,Hold Price,79.29,91108.38
PROD_1291,Electronics,58.44,300.7,34,437,89.43,89.43,Hold Price,30.99,39080.91
PROD_1292,Electronics,297.44,372.61,15,47,497.92,497.92,Hold Price,200.48,23402.24
PROD_1293,Beauty,77.18,180.48,163,220,107.34,107.34,Hold Price,30.16,23614.8
PROD_1294,Beauty,283.39,352.39,190,453,438.64,351.39,Match & Undercut,68.0,159179.67
PROD_1295,Sports,198.4,434.55,133,336,279.22,279.22,Hold Price,80.82,93817.92
PROD_1296,Sports,186.24,103.64,60,258,314.65,314.65,Hold Price,128.41,81179.7
PROD_1297,Apparel,158.68,242.65,158,236,234.85,234.85,Hold Price,76.17,55424.6
PROD_1298,Beauty,76.89,139.91,84,57,95.81,95.81,Hold Price,18.92,5461.17
PROD_1299,Electronics,61.19,359.89,135,27,79.52,79.52,Hold Price,18.33,2147.04
PROD_1300,Sports,73.94,266.25,122,409,91.44,91.44,Hold Price,17.5,37398.96
PROD_1301,Sports,64.07,291.04,178,448,96.08,96.08,Hold Price,32.01,43043.84
PROD_1302,Electronics,236.08,362.09,169,304,298.36,298.36,Hold Price,62.28,90701.44
PROD_1303,Sports,111.54,187.25,84,205,141.49,141.49,Hold Price,29.95,29005.45
PROD_1304,Apparel,26.77,413.06,194,196,47.24,47.24,Hold Price,20.47,9259.04
PROD_1305,Beauty,291.04,246.87,198,354,501.63,334.7,Floor Protected (Min: $334.7),43.66,118483.8
PROD_1306,Electronics,266.3,83.71,28,233,391.79,391.79,Hold Price,125.49,91287.07
PROD_1307,Beauty,279.05,317.72,81,327,499.91,499.91,Hold Price,220.86,163470.57
PROD_1308,Sports,298.52,360.07,135,497,358.26,358.26,Hold Price,59.74,178055.22
PROD_1309,Sports,60.43,152.79,14,406,94.78,157.37,Increase (High Demand / Low Stock),96.94,63892.22
PROD_1310,Electronics,124.91,387.87,65,374,196.09,196.09,Hold Price,71.18,73337.66
PROD_1311,Apparel,229.89,409.17,191,346,338.96,338.96,Hold Price,109.07,117280.16
PROD_1312,Home & Living,211.85,135.45,148,238,304.68,243.63,Floor Protected (Min: $243.63),31.78,57983.94
PROD_1313,Electronics,54.63,442.83,81,399,80.48,80.48,Hold Price,25.85,32111.52
PROD_1314,Home & Living,246.59,76.21,124,476,357.3,283.58,Floor Protected (Min: $283.58),36.99,134984.08
PROD_1315,Home & Living,75.09,102.88,44,86,123.02,123.02,Hold Price,47.93,10579.72
PROD_1316,Apparel,74.91,95.14,90,197,95.98,95.98,Hold Price,21.07,18908.06
PROD_1317,Home & Living,165.72,403.89,149,355,218.52,218.52,Hold Price,52.8,77574.6
PROD_1318,Home & Living,181.95,299.62,96,279,238.05,238.05,Hold Price,56.1,66415.95
PROD_1319,Apparel,178.23,81.17,197,104,241.94,204.96,Floor Protected (Min: $204.96),26.73,21315.84
PROD_1320,Home & Living,36.53,206.54,173,319,55.35,55.35,Hold Price,18.82,17656.65
PROD_1321,Home & Living,264.46,282.65,152,141,335.0,304.13,Floor Protected (Min: $304.13),39.67,42882.33
PROD_1322,Home & Living,87.02,51.31,3,48,149.75,149.75,Hold Price,62.73,7188.0
PROD_1323,Electronics,47.56,398.85,121,81,65.56,65.56,Hold Price,18.0,5310.36
PROD_1324,Electronics,267.74,364.57,23,290,347.4,347.4,Hold Price,79.66,100746.0
PROD_1325,Electronics,287.14,234.76,116,342,460.97,330.21,Floor Protected (Min: $330.21),43.07,112931.82
PROD_1326,Apparel,260.02,435.7,58,169,317.97,317.97,Hold Price,57.95,53736.93
PROD_1327,Sports,244.76,196.73,73,196,384.76,384.76,Hold Price,140.0,75412.96
PROD_1328,Home & Living,200.02,443.09,8,495,323.82,456.38,Increase (High Demand / Low Stock),256.36,225908.1
PROD_1329,Home & Living,169.75,305.55,185,200,225.59,225.59,Hold Price,55.84,45118.0
PROD_1330,Apparel,35.23,291.08,120,431,43.16,43.16,Hold Price,7.93,18601.96
PROD_1331,Home & Living,128.45,87.19,196,129,182.17,147.72,Floor Protected (Min: $147.72),19.27,19055.88
PROD_1332,Electronics,118.08,398.64,115,229,148.68,148.68,Hold Price,30.6,34047.72
PROD_1333,Sports,85.33,200.96,17,62,108.36,108.36,Hold Price,23.03,6718.32
PROD_1334,Beauty,219.79,85.57,84,231,297.28,297.28,Hold Price,77.49,68671.68
PROD_1335,Home & Living,153.8,20.48,180,460,211.83,176.87,Floor Protected (Min: $176.87),23.07,81360.2
PROD_1336,Electronics,33.5,258.49,73,421,50.85,50.85,Hold Price,17.35,21407.85
PROD_1337,Beauty,73.85,244.42,125,140,118.68,118.68,Hold Price,44.83,16615.2
PROD_1338,Sports,208.15,327.92,114,246,323.81,323.81,Hold Price,115.66,79657.26
PROD_1339,Beauty,32.08,402.26,13,255,41.35,414.33,Increase (High Demand / Low Stock),382.25,105654.15
PROD_1340,Electronics,256.85,49.54,127,235,334.74,295.38,Floor Protected (Min: $295.38),38.53,69414.3
PROD_1341,Beauty,153.59,333.2,54,217,265.29,265.29,Hold Price,111.7,57567.93
PROD_1342,Apparel,149.37,96.52,76,415,229.28,229.28,Hold Price,79.91,95151.2
PROD_1343,Beauty,181.8,388.31,134,105,313.05,313.05,Hold Price,131.25,32870.25
PROD_1344,Home & Living,249.16,371.29,28,431,354.54,354.54,Hold Price,105.38,152806.74
PROD_1345,Home & Living,110.86,250.25,141,209,173.9,173.9,Hold Price,63.04,36345.1
PROD_1346,Apparel,206.62,323.96,146,256,312.86,312.86,Hold Price,106.24,80092.16
PROD_1347,Electronics,174.06,151.74,135,81,242.2,200.17,Floor Protected (Min: $200.17),26.11,16213.77
PROD_1348,Home & Living,87.44,219.96,98,327,129.58,129.58,Hold Price,42.14,42372.66
PROD_1349,Sports,264.8,372.41,6,194,397.6,383.58,Increase (High Demand / Low Stock),118.78,74414.52
PROD_1350,Home & Living,241.25,214.78,58,15,318.56,318.56,Hold Price,77.31,4778.4
PROD_1351,Home & Living,200.95,170.64,157,215,279.12,231.09,Floor Protected (Min: $231.09),30.14,49684.35
PROD_1352,Electronics,256.67,229.98,79,41,429.88,429.88,Hold Price,173.21,17625.08
PROD_1353,Beauty,261.52,375.29,70,108,457.52,457.52,Hold Price,196.0,49412.16
PROD_1354,Home & Living,215.43,160.82,119,403,305.02,247.74,Floor Protected (Min: $247.74),32.31,99839.22
PROD_1355,Apparel,252.73,90.59,121,396,349.82,290.64,Floor Protected (Min: $290.64),37.91,115093.44
PROD_1356,Beauty,212.27,324.73,60,265,279.58,279.58,Hold Price,67.31,74088.7
PROD_1357,Sports,207.24,374.3,34,196,333.05,333.05,Hold Price,125.81,65277.8
PROD_1358,Electronics,189.4,58.78,63,85,264.0,264.0,Hold Price,74.6,22440.0
PROD_1359,Sports,228.29,119.35,51,186,409.24,409.24,Hold Price,180.95,76118.64
PROD_1360,Beauty,56.0,76.76,113,324,78.14,75.76,Match & Undercut,19.76,24546.24
PROD_1361,Beauty,265.45,166.35,20,296,381.31,381.31,Hold Price,115.86,112867.76
PROD_1362,Beauty,262.83,210.9,198,358,410.54,302.25,Floor Protected (Min: $302.25),39.42,108205.5
PROD_1363,Sports,18.48,340.74,124,264,31.07,31.07,Hold Price,12.59,8202.48
PROD_1364,Beauty,249.49,298.25,195,334,369.67,297.25,Match & Undercut,47.76,99281.5
PROD_1365,Sports,47.37,285.1,48,199,68.86,68.86,Hold Price,21.49,13703.14
PROD_1366,Beauty,107.18,168.28,168,317,192.64,167.28,Match & Undercut,60.1,53027.76
PROD_1367,Apparel,225.62,381.03,197,354,272.16,272.16,Hold Price,46.54,96344.64
PROD_1368,Beauty,56.62,220.01,34,136,98.35,98.35,Hold Price,41.73,13375.6
PROD_1369,Sports,247.21,440.91,142,434,318.77,318.77,Hold Price,71.56,138346.18
PROD_1370,Home & Living,251.32,290.85,85,296,420.1,420.1,Hold Price,168.78,124349.6
PROD_1371,Beauty,157.17,69.93,183,263,246.88,180.75,Floor Protected (Min: $180.75),23.58,47537.25
PROD_1372,Home & Living,11.85,309.14,136,222,16.65,16.65,Hold Price,4.8,3696.3
PROD_1373,Apparel,93.24,156.42,80,259,160.78,160.78,Hold Price,67.54,41642.02
PROD_1374,Electronics,188.91,313.55,15,93,228.15,228.15,Hold Price,39.24,21217.95
PROD_1375,Apparel,294.54,45.29,148,496,393.51,338.72,Floor Protected (Min: $338.72),44.18,168005.12
PROD_1376,Beauty,193.23,91.07,129,392,297.6,222.21,Floor Protected (Min: $222.21),28.98,87106.32
PROD_1377,Home & Living,85.34,387.25,55,415,120.41,120.41,Hold Price,35.07,49970.15
PROD_1378,Home & Living,193.86,113.82,149,397,303.63,222.94,Floor Protected (Min: $222.94),29.08,88507.18
PROD_1379,Sports,166.6,379.11,30,22,202.33,202.33,Hold Price,35.73,4451.26
PROD_1380,Home & Living,236.16,136.49,25,54,299.89,299.89,Hold Price,63.73,16194.06
PROD_1381,Sports,41.02,294.65,83,136,52.35,52.35,Hold Price,11.33,7119.6
PROD_1382,Electronics,230.7,316.96,64,435,303.04,303.04,Hold Price,72.34,131822.4
PROD_1383,Beauty,166.97,238.0,106,123,246.38,237.0,Match & Undercut,70.03,29151.0
PROD_1384,Sports,289.27,147.81,58,442,477.66,477.66,Hold Price,188.39,211125.72
PROD_1385,Electronics,109.14,107.5,137,285,190.27,125.51,Floor Protected (Min: $125.51),16.37,35770.35
PROD_1386,Home & Living,193.46,29.44,63,214,329.12,329.12,Hold Price,135.66,70431.68
PROD_1387,Home & Living,280.29,147.22,158,346,369.46,322.33,Floor Protected (Min: $322.33),42.04,111526.18
PROD_1388,Electronics,39.73,299.13,18,447,58.19,58.19,Hold Price,18.46,26010.93
PROD_1389,Home & Living,281.8,423.16,67,429,371.88,371.88,Hold Price,90.08,159536.52
PROD_1390,Electronics,209.49,393.97,7,490,284.63,405.79,Increase (High Demand / Low Stock),196.3,198837.1
PROD_1391,Sports,29.67,348.24,59,394,44.57,44.57,Hold Price,14.9,17560.58
PROD_1392,Sports,97.28,357.97,70,408,120.71,120.71,Hold Price,23.43,49249.68
PROD_1393,Electronics,215.37,304.27,157,470,286.64,286.64,Hold Price,71.27,134720.8
PROD_1394,Sports,29.53,128.22,63,282,52.01,52.01,Hold Price,22.48,14666.82
PROD_1395,Sports,178.83,409.63,170,417,264.61,264.61,Hold Price,85.78,110342.37
PROD_1396,Sports,110.31,306.77,198,67,161.85,161.85,Hold Price,51.54,10843.95
PROD_1397,Apparel,190.07,258.79,83,337,229.75,229.75,Hold Price,39.68,77425.75
PROD_1398,Beauty,23.27,63.28,170,228,31.38,31.38,Hold Price,8.11,7154.64
PROD_1399,Home & Living,262.75,209.47,178,118,451.87,302.16,Floor Protected (Min: $302.16),39.41,35654.88
PROD_1400,Apparel,292.31,215.26,178,288,379.65,336.16,Floor Protected (Min: $336.16),43.85,96814.08
PROD_1401,Sports,290.97,391.09,72,183,421.64,421.64,Hold Price,130.67,77160.12
PROD_1402,Electronics,227.4,252.79,132,337,274.84,261.51,Floor Protected (Min: $261.51),34.11,88128.87
PROD_1403,Sports,47.73,180.47,11,273,70.97,185.88,Increase (High Demand / Low Stock),138.15,50745.24
PROD_1404,Beauty,229.9,439.91,99,324,278.78,278.78,Hold Price,48.88,90324.72
PROD_1405,Sports,17.13,63.16,90,483,28.98,28.98,Hold Price,11.85,13997.34
PROD_1406,Electronics,16.42,198.81,36,120,27.83,27.83,Hold Price,11.41,3339.6
PROD_1407,Beauty,103.85,33.28,3,196,173.7,119.43,Floor Protected (Min: $119.43),15.58,23408.28
PROD_1408,Sports,151.71,336.86,125,278,207.85,207.85,Hold Price,56.14,57782.3
PROD_1409,Beauty,233.42,414.36,25,432,397.36,397.36,Hold Price,163.94,171659.52
PROD_1410,Home & Living,208.16,136.82,75,238,317.61,317.61,Hold Price,109.45,75591.18
PROD_1411,Home & Living,139.31,388.38,167,165,198.42,198.42,Hold Price,59.11,32739.3
PROD_1412,Sports,89.35,142.11,23,482,140.74,140.74,Hold Price,51.39,67836.68
PROD_1413,Beauty,299.17,411.19,155,198,361.22,361.22,Hold Price,62.05,71521.56
PROD_1414,Electronics,133.59,342.97,172,281,171.77,171.77,Hold Price,38.18,48267.37
PROD_1415,Sports,140.9,365.13,184,384,231.83,231.83,Hold Price,90.93,89022.72
PROD_1416,Home & Living,57.45,22.83,40,11,77.36,77.36,Hold Price,19.91,850.96
PROD_1417,Home & Living,240.49,433.82,158,255,374.88,374.88,Hold Price,134.39,95594.4
PROD_1418,Sports,211.17,331.1,21,219,302.2,302.2,Hold Price,91.03,66181.8
PROD_1419,Beauty,74.02,147.57,42,410,126.79,126.79,Hold Price,52.77,51983.9
PROD_1420,Home & Living,33.89,375.79,183,295,60.03,60.03,Hold Price,26.14,17708.85
PROD_1421,Beauty,207.34,137.46,149,368,358.73,238.44,Floor Protected (Min: $238.44),31.1,87745.92
PROD_1422,Home & Living,199.81,394.65,109,22,272.22,272.22,Hold Price,72.41,5988.84
PROD_1423,Home & Living,89.25,63.97,148,105,117.5,102.64,Floor Protected (Min: $102.64),13.39,10777.2
PROD_1424,Apparel,285.75,321.1,85,230,424.24,424.24,Hold Price,138.49,97575.2
PROD_1425,Home & Living,53.81,250.2,112,247,64.81,64.81,Hold Price,11.0,16008.07
PROD_1426,Electronics,135.38,56.99,67,103,164.55,164.55,Hold Price,29.17,16948.65
PROD_1427,Sports,283.65,120.22,159,347,434.54,326.2,Floor Protected (Min: $326.2),42.55,113191.4
PROD_1428,Sports,131.72,20.4,54,278,199.2,199.2,Hold Price,67.48,55377.6
PROD_1429,Beauty,195.17,218.91,35,180,350.67,350.67,Hold Price,155.5,63120.6
PROD_1430,Home & Living,125.3,146.05,151,478,165.53,145.05,Match & Undercut,19.75,69333.9
PROD_1431,Electronics,89.52,275.29,68,103,121.29,121.29,Hold Price,31.77,12492.87
PROD_1432,Beauty,295.35,144.3,135,158,374.54,339.65,Floor Protected (Min: $339.65),44.3,53664.7
PROD_1433,Apparel,128.71,145.46,28,121,225.31,225.31,Hold Price,96.6,27262.51
PROD_1434,Beauty,269.29,338.29,11,64,448.82,448.82,Hold Price,179.53,28724.48
PROD_1435,Beauty,76.69,35.94,74,346,129.87,129.87,Hold Price,53.18,44935.02
PROD_1436,Home & Living,71.8,407.76,97,433,125.05,125.05,Hold Price,53.25,54146.65
PROD_1437,Apparel,19.03,385.73,49,476,28.83,28.83,Hold Price,9.8,13723.08
PROD_1438,Beauty,198.98,305.5,71,125,292.64,292.64,Hold Price,93.66,36580.0
PROD_1439,Electronics,116.87,273.05,188,152,163.41,163.41,Hold Price,46.54,24838.32
PROD_1440,Electronics,260.66,403.15,101,210,404.94,402.15,Match & Undercut,141.49,84451.5
PROD_1441,Sports,147.23,95.62,60,189,216.81,216.81,Hold Price,69.58,40977.09
PROD_1442,Apparel,290.78,49.35,3,211,427.72,334.4,Floor Protected (Min: $334.4),43.62,70558.4
PROD_1443,Apparel,63.8,119.19,158,373,112.43,112.43,Hold Price,48.63,41936.39
PROD_1444,Sports,261.9,360.64,197,488,468.91,359.64,Match & Undercut,97.74,175504.32
PROD_1445,Beauty,235.21,30.08,66,62,394.66,394.66,Hold Price,159.45,24468.92
PROD_1446,Apparel,233.57,268.52,84,480,386.34,386.34,Hold Price,152.77,185443.2
PROD_1447,Electronics,254.99,448.02,155,393,410.11,410.11,Hold Price,155.12,161173.23
PROD_1448,Electronics,230.7,387.23,11,189,299.83,398.85,Increase (High Demand / Low Stock),168.15,75382.65
PROD_1449,Home & Living,191.6,241.83,54,423,236.71,236.71,Hold Price,45.11,100128.33
PROD_1450,Apparel,48.06,42.68,80,426,77.59,77.59,Hold Price,29.53,33053.34
PROD_1451,Beauty,19.43,376.65,60,322,31.81,31.81,Hold Price,12.38,10242.82
PROD_1452,Sports,277.05,275.56,151,317,340.27,318.61,Floor Protected (Min: $318.61),41.56,100999.37
PROD_1453,Sports,188.83,65.0,180,146,331.74,217.15,Floor Protected (Min: $217.15),28.32,31703.9
PROD_1454,Beauty,241.0,55.83,49,191,302.38,302.38,Hold Price,61.38,57754.58
PROD_1455,Home & Living,149.64,410.69,150,376,205.24,205.24,Hold Price,55.6,77170.24
PROD_1456,Sports,44.02,306.1,124,10,70.58,70.58,Hold Price,26.56,705.8
PROD_1457,Apparel,46.3,375.74,23,53,60.28,60.28,Hold Price,13.98,3194.84
PROD_1458,Home & Living,208.81,397.36,101,236,257.51,257.51,Hold Price,48.7,60772.36
PROD_1459,Apparel,134.79,263.72,99,340,188.53,188.53,Hold Price,53.74,64100.2
PROD_1460,Electronics,68.15,240.09,159,107,113.1,113.1,Hold Price,44.95,12101.7
PROD_1461,Home & Living,152.56,202.24,26,217,220.94,220.94,Hold Price,68.38,47943.98
PROD_1462,Sports,28.62,152.87,29,274,45.56,45.56,Hold Price,16.94,12483.44
PROD_1463,Home & Living,178.77,204.05,194,297,276.7,205.59,Floor Protected (Min: $205.59),26.82,61060.23
PROD_1464,Home & Living,88.01,351.64,114,280,106.79,106.79,Hold Price,18.78,29901.2
PROD_1465,Home & Living,241.29,276.84,46,149,432.66,432.66,Hold Price,191.37,64466.34
PROD_1466,Home & Living,100.0,403.25,69,490,122.49,122.49,Hold Price,22.49,60020.1
PROD_1467,Apparel,142.01,207.87,8,246,252.87,214.11,Increase (High Demand / Low Stock),72.1,52671.06
PROD_1468,Electronics,13.37,279.08,50,471,20.46,20.46,Hold Price,7.09,9636.66
PROD_1469,Beauty,31.01,289.62,138,450,55.13,55.13,Hold Price,24.12,24808.5
PROD_1470,Home & Living,123.82,272.39,165,401,157.11,157.11,Hold Price,33.29,63001.11
PROD_1471,Sports,149.18,320.65,84,81,222.91,222.91,Hold Price,73.73,18055.71
PROD_1472,Home & Living,184.01,118.28,130,164,239.53,211.61,Floor Protected (Min: $211.61),27.6,34704.04
PROD_1473,Sports,94.58,237.88,139,199,116.39,116.39,Hold Price,21.81,23161.61
PROD_1474,Apparel,211.54,60.34,165,277,332.23,243.27,Floor Protected (Min: $243.27),31.73,67385.79
PROD_1475,Sports,259.44,182.26,74,330,343.67,343.67,Hold Price,84.23,113411.1
PROD_1476,Beauty,236.16,227.14,47,116,366.67,366.67,Hold Price,130.51,42533.72
PROD_1477,Electronics,21.49,298.72,107,241,27.24,27.24,Hold Price,5.75,6564.84
PROD_1478,Sports,149.35,428.48,161,51,208.97,208.97,Hold Price,59.62,10657.47
PROD_1479,Sports,40.43,276.28,33,199,67.48,67.48,Hold Price,27.05,13428.52
PROD_1480,Electronics,80.19,338.46,7,380,117.26,348.61,Increase (High Demand / Low Stock),268.42,132471.8
PROD_1481,Beauty,296.13,235.23,177,148,466.89,340.55,Floor Protected (Min: $340.55),44.42,50401.4
PROD_1482,Home & Living,51.32,290.84,167,112,81.52,81.52,Hold Price,30.2,9130.24
PROD_1483,Sports,154.68,45.86,146,180,263.92,177.88,Floor Protected (Min: $177.88),23.2,32018.4
PROD_1484,Electronics,189.27,125.66,75,360,264.02,264.02,Hold Price,74.75,95047.2
PROD_1485,Apparel,213.71,172.41,115,282,344.58,245.77,Floor Protected (Min: $245.77),32.06,69307.14
PROD_1486,Electronics,172.3,220.53,28,490,306.17,306.17,Hold Price,133.87,150023.3
PROD_1487,Apparel,12.83,34.86,55,425,21.02,21.02,Hold Price,8.19,8933.5
PROD_1488,Beauty,104.67,75.91,179,230,156.37,120.37,Floor Protected (Min: $120.37),15.7,27685.1
PROD_1489,Home & Living,160.14,135.41,164,222,252.77,184.16,Floor Protected (Min: $184.16),24.02,40883.52
PROD_1490,Electronics,35.48,437.62,86,350,58.32,58.32,Hold Price,22.84,20412.0
PROD_1491,Sports,111.68,159.14,128,433,175.04,158.14,Match & Undercut,46.46,68474.62
PROD_1492,Beauty,19.63,224.69,154,416,23.75,23.75,Hold Price,4.12,9880.0
PROD_1493,Electronics,32.79,100.3,157,65,43.18,43.18,Hold Price,10.39,2806.7
PROD_1494,Sports,125.11,280.69,112,399,210.97,210.97,Hold Price,85.86,84177.03
PROD_1495,Electronics,48.49,137.1,16,351,66.12,66.12,Hold Price,17.63,23208.12
PROD_1496,Apparel,174.59,105.04,133,443,286.14,200.78,Floor Protected (Min: $200.78),26.19,88945.54
PROD_1497,Electronics,209.94,239.71,94,111,298.8,298.8,Hold Price,88.86,33166.8
PROD_1498,Electronics,242.17,17.4,124,430,366.43,278.5,Floor Protected (Min: $278.5),36.33,119755.0
PROD_1499,Electronics,68.04,18.33,74,201,84.42,84.42,Hold Price,16.38,16968.42
PROD_1500,Beauty,58.57,110.29,156,319,76.65,76.65,Hold Price,18.08,24451.35
PROD_1501,Electronics,40.32,30.97,155,209,71.54,46.37,Floor Protected (Min: $46.37),6.05,9691.33
PROD_1502,Sports,194.56,61.99,148,242,337.38,223.74,Floor Protected (Min: $223.74),29.18,54145.08
PROD_1503,Apparel,214.88,162.4,93,442,341.95,341.95,Hold Price,127.07,151141.9
PROD_1504,Apparel,19.16,364.12,18,236,28.28,28.28,Hold Price,9.12,6674.08
PROD_1505,Electronics,281.5,263.84,44,380,451.94,451.94,Hold Price,170.44,171737.2
PROD_1506,Beauty,25.07,238.01,122,148,39.39,39.39,Hold Price,14.32,5829.72
PROD_1507,Beauty,166.98,142.67,42,353,257.34,257.34,Hold Price,90.36,90841.02
PROD_1508,Sports,215.63,420.31,171,314,266.41,266.41,Hold Price,50.78,83652.74
PROD_1509,Electronics,262.58,187.7,179,158,414.79,301.97,Floor Protected (Min: $301.97),39.39,47711.26
PROD_1510,Apparel,217.09,52.89,169,124,360.66,249.65,Floor Protected (Min: $249.65),32.56,30956.6
PROD_1511,Beauty,242.5,283.42,40,459,435.64,435.64,Hold Price,193.14,199958.76
PROD_1512,Electronics,108.44,64.52,114,72,130.85,124.71,Floor Protected (Min: $124.71),16.27,8979.12
PROD_1513,Beauty,246.3,165.17,152,113,403.47,283.25,Floor Protected (Min: $283.25),36.95,32007.25
PROD_1514,Beauty,33.23,235.72,112,348,51.28,51.28,Hold Price,18.05,17845.44
PROD_1515,Apparel,269.5,395.29,181,368,393.59,393.59,Hold Price,124.09,144841.12
PROD_1516,Home & Living,168.8,229.69,48,165,215.48,215.48,Hold Price,46.68,35554.2
PROD_1517,Sports,247.02,320.48,64,282,357.06,357.06,Hold Price,110.04,100690.92
PROD_1518,Sports,141.17,446.88,111,15,199.42,199.42,Hold Price,58.25,2991.3
PROD_1519,Apparel,196.64,72.2,70,156,271.7,271.7,Hold Price,75.06,42385.2
PROD_1520,Beauty,162.66,134.51,44,193,266.52,266.52,Hold Price,103.86,51438.36
PROD_1521,Electronics,222.16,186.64,177,495,360.0,255.48,Floor Protected (Min: $255.48),33.32,126462.6
PROD_1522,Beauty,33.67,198.5,35,37,52.3,52.3,Hold Price,18.63,1935.1
PROD_1523,Apparel,27.5,193.79,41,459,48.49,48.49,Hold Price,20.99,22256.91
PROD_1524,Sports,81.66,409.81,62,47,115.13,115.13,Hold Price,33.47,5411.11
PROD_1525,Beauty,56.27,325.6,179,128,75.76,75.76,Hold Price,19.49,9697.28
PROD_1526,Sports,262.82,279.44,196,302,418.81,302.24,Floor Protected (Min: $302.24),39.42,91276.48
PROD_1527,Electronics,73.57,149.58,63,380,97.06,97.06,Hold Price,23.49,36882.8
PROD_1528,Sports,293.0,373.35,59,253,406.98,406.98,Hold Price,113.98,102965.94
PROD_1529,Sports,107.7,430.45,162,77,143.75,143.75,Hold Price,36.05,11068.75
PROD_1530,Home & Living,62.81,372.22,76,223,77.98,77.98,Hold Price,15.17,17389.54
PROD_1531,Home & Living,239.01,15.68,17,227,405.48,405.48,Hold Price,166.47,92043.96
PROD_1532,Home & Living,201.03,291.83,83,186,271.94,271.94,Hold Price,70.91,50580.84
PROD_1533,Sports,154.48,37.24,95,308,229.22,229.22,Hold Price,74.74,70599.76
PROD_1534,Apparel,171.06,127.06,49,173,209.72,209.72,Hold Price,38.66,36281.56
PROD_1535,Sports,218.57,40.89,139,67,354.0,251.36,Floor Protected (Min: $251.36),32.79,16841.12
PROD_1536,Apparel,76.25,277.65,83,278,106.62,106.62,Hold Price,30.37,29640.36
PROD_1537,Apparel,298.94,313.67,39,317,492.31,492.31,Hold Price,193.37,156062.27
PROD_1538,Home & Living,292.69,64.8,128,67,423.65,336.59,Floor Protected (Min: $336.59),43.9,22551.53
PROD_1539,Beauty,198.59,181.97,20,297,261.63,261.63,Hold Price,63.04,77704.11
PROD_1540,Electronics,67.87,213.46,165,474,102.34,102.34,Hold Price,34.47,48509.16
PROD_1541,Home & Living,207.27,175.54,188,114,264.95,238.36,Floor Protected (Min: $238.36),31.09,27173.04
PROD_1542,Home & Living,30.94,67.65,64,237,45.31,45.31,Hold Price,14.37,10738.47
PROD_1543,Beauty,18.89,197.24,78,256,26.26,26.26,Hold Price,7.37,6722.56
PROD_1544,Electronics,84.73,341.76,175,197,148.04,148.04,Hold Price,63.31,29163.88
PROD_1545,Sports,144.16,45.89,132,92,178.26,165.78,Floor Protected (Min: $165.78),21.62,15251.76
PROD_1546,Sports,261.8,49.88,103,195,423.18,301.07,Floor Protected (Min: $301.07),39.27,58708.65
PROD_1547,Home & Living,220.88,169.33,66,261,289.28,289.28,Hold Price,68.4,75502.08
PROD_1548,Electronics,225.38,424.65,121,364,313.6,313.6,Hold Price,88.22,114150.4
PROD_1549,Home & Living,133.39,305.83,92,247,193.32,193.32,Hold Price,59.93,47750.04
PROD_1550,Apparel,110.32,310.22,9,369,192.49,319.53,Increase (High Demand / Low Stock),209.21,117906.57
PROD_1551,Home & Living,117.6,172.44,180,193,158.24,158.24,Hold Price,40.64,30540.32
PROD_1552,Home & Living,296.42,273.24,74,293,371.94,371.94,Hold Price,75.52,108978.42
PROD_1553,Sports,21.63,19.41,135,394,30.09,24.87,Floor Protected (Min: $24.87),3.24,9798.78
PROD_1554,Sports,261.44,291.7,108,435,330.15,300.66,Floor Protected (Min: $300.66),39.22,130787.1
PROD_1555,Sports,177.82,412.28,90,219,227.1,227.1,Hold Price,49.28,49734.9
PROD_1556,Apparel,137.2,281.47,40,313,211.88,211.88,Hold Price,74.68,66318.44
PROD_1557,Sports,220.32,395.06,114,305,272.43,272.43,Hold Price,52.11,83091.15
PROD_1558,Electronics,151.13,329.93,189,106,184.16,184.16,Hold Price,33.03,19520.96
PROD_1559,Beauty,263.29,67.44,29,456,428.81,428.81,Hold Price,165.52,195537.36
PROD_1560,Electronics,271.2,407.57,98,469,384.29,384.29,Hold Price,113.09,180232.01
PROD_1561,Electronics,132.3,43.9,183,465,168.71,152.15,Floor Protected (Min: $152.15),19.85,70749.75
PROD_1562,Sports,90.28,247.28,38,481,122.07,122.07,Hold Price,31.79,58715.67
PROD_1563,Beauty,181.78,76.83,138,217,288.17,209.05,Floor Protected (Min: $209.05),27.27,45363.85
